"","Date","pH","Channel","Filename","Lpc","Leq","Lz","alpha","pH_parents","Replicate","Chamber_tank","Number","Plate","Run","Num_indivs","filetype","Date_formatted.x","BLANK.mean_Lpc","n","Date_formatted.y","resp_blankStand"
"1","3/16/2023",7,"A6","SDR_799_resp_Plate1.csv",-0.000203126,-0.000203126,-0.000316056,0.4,8,NA,"14",2,1,1,14,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0027833035
"2","3/16/2023",7,"A2","SDR_799_resp_Plate1.csv",-0.00065597,0.000894251,0.000894251,0.4,8,NA,"13",1,1,1,15,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0023304595
"3","3/16/2023",7,"A5","SDR_799_resp_Plate1.csv",-6.66e-05,-0.000319164,-0.000319164,0.4,8,NA,"14",1,1,1,14,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0029198295
"4","3/16/2023",7,"A3","SDR_799_resp_Plate1.csv",-1.66e-05,9.77e-05,0.000237288,0.4,8,NA,"13",2,1,1,15,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0029698295
"5","3/16/2023",7,"C1","SDR_799_resp_Plate1.csv",-0.00148428,-0.001574693,-0.001574693,0.4,8,NA,"13",3,1,1,15,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0015021495
"6","3/16/2023",7,"B4","SDR_799_resp_Plate1.csv",-0.002700023,-0.002700023,-0.000945537,0.4,8,NA,"14",3,1,1,14,"SDR_data","20230316",0.0029864295,4,"20230316",-0.0002864065
"7","3/16/2023",7.5,"A2","SDR_979_resp_Plate3.csv",-0.000518386,-0.000349525,-0.000349525,0.4,7.5,NA,"10",1,3,1,17,"SDR_data","20230316",0.00285058933333333,3,"20230316",-0.00233220333333333
"8","3/16/2023",7.5,"C6","SDR_799_resp_Plate1.csv",-0.001083221,-0.001083221,-0.002499077,0.4,8,NA,"9",2,1,1,12,"SDR_data","20230316",0.00285058933333333,3,"20230316",-0.00176736833333333
"9","3/16/2023",7.5,"B1","SDR_799_resp_Plate1.csv",-0.00106502,-0.000968221,-0.000968221,0.4,8,NA,"8",2,1,1,19,"SDR_data","20230316",0.00285058933333333,3,"20230316",-0.00178556933333333
"10","3/16/2023",8,"C3","SDR_873_resp_Plate2.csv",-0.001092579,-0.000518181,-0.000518181,0.4,7.5,NA,"4",2,2,1,10,"SDR_data","20230316",0.003310325,4,"20230316",-0.002217746
"11","3/16/2023",8,"B3","SDR_873_resp_Plate2.csv",-0.001498019,-0.002442283,-0.001075898,0.4,7.5,NA,"4",1,2,1,10,"SDR_data","20230316",0.003310325,4,"20230316",-0.001812306
"12","3/16/2023",8,"A1","SDR_873_resp_Plate2.csv",-0.000974896,-0.000966465,-0.001301313,0.4,7.5,NA,"5",1,2,1,13,"SDR_data","20230316",0.003310325,4,"20230316",-0.002335429
"13","3/16/2023",8,"B6","SDR_799_resp_Plate1.csv",-0.002402508,-0.002557967,-0.002249946,0.4,8,NA,"1",1,1,1,16,"SDR_data","20230316",0.003310325,4,"20230316",-0.000907817
"14","3/16/2023",8,"C4","SDR_799_resp_Plate1.csv",-0.000435613,-0.000435613,-0.000859389,0.4,8,NA,"1",2,1,1,16,"SDR_data","20230316",0.003310325,4,"20230316",-0.002874712
"15","4/12/2023",8,"D6","SDR_979_resp_Plate3.csv",-0.00417189,-0.004263881,-0.004541067,0.4,7.5,NA,"4",2,3,1,7,"SDR_data","20230412",0.0066160525,2,"20230412",-0.0024441625
"16","4/20/2022",7,"B6","RR_4.20.22_resp_Plate2.csv",-4.4e-05,-4.08e-05,-4.4e-05,0.4,8,NA,"20",1,NA,2,3,"SDR_data","20220420",6.62293333333333e-05,6,"20220420",-2.22293333333333e-05
"17","4/20/2022",7.5,"A6","RR_4.20.22_resp_Plate1.csv",-1.28e-05,-0.001480108,-0.001480108,0.4,8,NA,"11",1,NA,1,2,"SDR_data","20220420",9.105e-05,6,"20220420",-7.825e-05
"18","4/20/2022",8,"A6","RR_4.20.22_resp_Plate2.csv",-0.00012957,5.34e-05,5.34e-05,0.4,7,NA,"8",1,NA,2,1,"SDR_data","20220420",0.000149775166666667,6,"20220420",-2.02051666666667e-05
"19","4/20/2022",8,"D3","RR_4.20.22_resp_Plate1.csv",-3.8e-05,0.000581436,0.000581436,0.4,7.5,NA,"6",2,NA,1,1,"SDR_data","20220420",0.000149775166666667,6,"20220420",-0.000111775166666667
"20","4/20/2022",8,"A3","RR_4.20.22_resp_Plate1.csv",-3.66e-05,0.000165345,0.000165345,0.4,7.5,NA,"6",1,NA,1,1,"SDR_data","20220420",0.000149775166666667,6,"20220420",-0.000113175166666667
"21","4/21/2023",7,"A1","SDR_799_resp_Plate1.csv",-0.000560277,-0.000621506,-0.000345318,0.4,7,NA,"27",1,1,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.00198534233333333
"22","4/21/2023",7,"C4","SDR_799_resp_Plate1.csv",-0.001390916,-0.00119355,-0.001135801,0.4,7,NA,"25",2,1,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.00115470333333333
"23","4/21/2023",7,"A3","SDR_873_resp_Plate2.csv",-0.002280897,-0.00219647,-0.0022232,0.4,8,NA,"13",1,2,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.000264722333333333
"24","4/21/2023",7,"B2","SDR_799_resp_Plate1.csv",-0.001419432,-0.000670584,-0.000670584,0.4,7,NA,"25",1,1,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.00112618733333333
"25","4/21/2023",7,"D3","SDR_873_resp_Plate2.csv",-0.000310157,-0.000219711,-0.000115494,0.4,8,NA,"15",2,2,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.00223546233333333
"26","4/21/2023",7,"C6","SDR_979_resp_Plate3.csv",-0.001850267,-0.001488462,-0.001488462,0.4,7.5,NA,"18",2,3,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.000695352333333333
"27","4/21/2023",7,"C1","SDR_799_resp_Plate1.csv",-0.000319219,-0.000319219,-0.000319219,0.4,7,NA,"26",1,1,1,1,"SDR_data","20230421",0.00254561933333333,6,"20230421",-0.00222640033333333
"28","4/21/2023",7.5,"A2","SDR_799_resp_Plate1.csv",-0.001240042,-0.001395932,-0.001395932,0.4,7.5,NA,"10",1,1,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.000700639333333333
"29","4/21/2023",7.5,"A3","SDR_799_resp_Plate1.csv",-0.001554295,-0.001536834,-0.001472762,0.4,7,NA,"23",1,1,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.000386386333333333
"30","4/21/2023",7.5,"B1","SDR_979_resp_Plate3.csv",-0.000787299,-0.000700556,-0.000700556,0.4,8,NA,"9",1,3,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00115338233333333
"31","4/21/2023",7.5,"B3","SDR_799_resp_Plate1.csv",-0.000829901,-0.000177489,-0.000177489,0.4,7.5,NA,"11",1,1,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00111078033333333
"32","4/21/2023",7.5,"D4","SDR_979_resp_Plate3.csv",-0.001513445,-0.005637973,-0.005637973,0.4,8,NA,"9",2,3,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.000427236333333333
"33","4/21/2023",7.5,"D5","SDR_799_resp_Plate1.csv",-0.000332395,-0.000153242,-0.000153242,0.4,7.5,NA,"11",2,1,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00160828633333333
"34","4/21/2023",7.5,"A6","SDR_799_resp_Plate1.csv",-0.000866984,-0.000866984,-0.000923191,0.4,7,NA,"23",2,1,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00107369733333333
"35","4/21/2023",7.5,"D6","SDR_873_resp_Plate2.csv",-0.000508845,-0.000515516,-0.000515516,0.4,7,NA,"22",2,2,1,1,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00143183633333333
"36","4/21/2023",7.5,"D2","SDR_873_resp_Plate2.csv",-6.61e-05,-9.96e-05,-9.96e-05,0.4,7,NA,"24",2,2,1,2,"SDR_data","20230421",0.00194068133333333,6,"20230421",-0.00187458133333333
"37","4/21/2023",8,"B1","SDR_799_resp_Plate1.csv",-0.001672901,-0.001610742,-0.001610742,0.4,7,NA,"21",2,1,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.000578853666666667
"38","4/21/2023",8,"A2","SDR_873_resp_Plate2.csv",-0.002056767,-0.002007562,-0.002007562,0.4,7,NA,"19",1,2,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.000194987666666667
"39","4/21/2023",8,"A5","SDR_799_resp_Plate1.csv",-0.001250494,-0.001250494,-0.001383209,0.4,7.5,NA,"6",1,1,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00100126066666667
"40","4/21/2023",8,"C1","SDR_979_resp_Plate3.csv",-0.000580942,-0.003971203,-0.003971203,0.4,7.5,NA,"4",1,3,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00167081266666667
"41","4/21/2023",8,"B5","SDR_799_resp_Plate1.csv",-0.001043191,-0.001043191,-0.001032929,0.4,7.5,NA,"6",2,1,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00120856366666667
"42","4/21/2023",8,"D3","SDR_799_resp_Plate1.csv",-0.00081796,-0.000737037,-0.000737037,0.4,7,NA,"20",2,1,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00143379466666667
"43","4/21/2023",8,"D1","SDR_873_resp_Plate2.csv",-0.002200528,-0.002237706,-0.002111585,0.4,8,NA,"2",2,2,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-5.12266666666665e-05
"44","4/21/2023",8,"C3","SDR_873_resp_Plate2.csv",-0.000450448,0.000185506,0.000185506,0.4,7,NA,"19",2,2,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00180130666666667
"45","4/21/2023",8,"D6","SDR_979_resp_Plate3.csv",-0.001021229,0.000648462,0.000648462,0.4,7.5,NA,"4",2,3,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00123052566666667
"46","4/21/2023",8,"D1","SDR_799_resp_Plate1.csv",-0.000990014,-0.000846707,-0.000501772,0.4,7,NA,"20",1,1,1,1,"SDR_data","20230421",0.00225175466666667,6,"20230421",-0.00126174066666667
"47","4/22/2022",7,"A5","RR_4.22.22_resp_Plate1.csv",-0.005441693,-0.005987997,-0.005987997,0.4,8,NA,"21",1,NA,1,1,"SDR_data","20220422",0.00853087666666667,6,"20220422",-0.00308918366666667
"48","4/22/2022",7,"A6","RR_4.22.22_resp_Plate1.csv",-0.002209361,-0.001920863,0.000751127,0.4,8,NA,"21",2,NA,1,2,"SDR_data","20220422",0.00853087666666667,6,"20220422",-0.00632151566666667
"49","4/22/2022",7,"B1","RR_4.22.22_resp_Plate1.csv",-0.006466814,-0.006466461,-0.007158055,0.4,7.5,NA,"22",1,NA,1,1,"SDR_data","20220422",0.00853087666666667,6,"20220422",-0.00206406266666667
"50","4/22/2022",7,"B4","RR_4.22.22_resp_Plate1.csv",-0.005273656,-0.005018356,-0.006758992,0.4,7.5,NA,"22",2,NA,1,1,"SDR_data","20220422",0.00853087666666667,6,"20220422",-0.00325722066666667
"51","4/22/2022",7,"C3","RR_4.22.22_resp_Plate1.csv",-0.000689501,-0.000131295,-0.002361059,0.4,7,NA,"27",2,NA,1,3,"SDR_data","20220422",0.00853087666666667,6,"20220422",-0.00784137566666667
"52","4/22/2022",7.5,"C6","RR_4.22.22_resp_Plate1.csv",-0.00165295,-0.001013825,-0.001013825,0.4,7,NA,"17",2,NA,1,1,"SDR_data","20220422",0.0047264975,4,"20220422",-0.0030735475
"53","4/22/2022",7.5,"C1","RR_4.22.22_resp_Plate1.csv",-0.004420358,-0.004420358,-0.005113026,0.4,7.5,NA,"14",1,NA,1,2,"SDR_data","20220422",0.0047264975,4,"20220422",-0.0003061395
"54","4/22/2022",7.5,"C5","RR_4.22.22_resp_Plate1.csv",-0.003739175,-0.004030045,-0.004030045,0.4,8,NA,"11",1,NA,1,1,"SDR_data","20220422",0.0047264975,4,"20220422",-0.0009873225
"55","4/22/2022",7.5,"B1","RR_4.22.22_resp_Plate2.csv",-0.00215393,-0.002100778,-0.002100778,0.4,8,NA,"10",2,NA,2,2,"SDR_data","20220422",0.0047264975,4,"20220422",-0.0025725675
"56","4/22/2022",8,"A3","RR_4.22.22_resp_Plate1.csv",-0.002841346,-0.00284893,-0.002491856,0.4,8,NA,"2",2,NA,1,7,"SDR_data","20220422",0.0028908208,5,"20220422",-4.94748000000001e-05
"57","4/22/2022",8,"A2","RR_4.22.22_resp_Plate1.csv",-0.002248456,-0.002449025,-0.002449025,0.4,8,NA,"2",1,NA,1,1,"SDR_data","20220422",0.0028908208,5,"20220422",-0.0006423648
"58","4/22/2022",8,"B2","RR_4.22.22_resp_Plate1.csv",-0.001896929,-0.002078022,-0.002078022,0.4,7.5,NA,"4",1,NA,1,2,"SDR_data","20220422",0.0028908208,5,"20220422",-0.0009938918
"59","4/7/2023",7,"A6","SDR_799_resp_Plate1.csv",-0.005245334,-0.005078374,-0.005078374,0.4,7,NA,"26",2,1,1,8,"SDR_data","20230407",0.005247621,2,"20230407",-2.28700000000012e-06
"60","4/7/2023",7,"D5","SDR_799_resp_Plate1.csv",-0.002355535,-0.002270593,-0.002270593,0.4,7,NA,"25",2,1,1,9,"SDR_data","20230407",0.005247621,2,"20230407",-0.002892086
"61","4/7/2023",7.5,"C2","SDR_799_resp_Plate1.csv",-0.004872636,-0.001877674,-0.001877674,0.4,7.5,NA,"10",2,1,1,11,"SDR_data","20230407",0.007233972,1,"20230407",-0.002361336
"62","4/7/2023",7.5,"B4","SDR_979_resp_Plate3.csv",-0.004866644,-0.004482707,-0.004482707,0.4,8,NA,"7",1,3,1,4,"SDR_data","20230407",0.007233972,1,"20230407",-0.002367328
"63","4/7/2023",7.5,"D4","SDR_799_resp_Plate1.csv",-0.002681254,-0.002562978,-0.002562978,0.4,7.5,NA,"12",2,1,1,10,"SDR_data","20230407",0.007233972,1,"20230407",-0.004552718
"64","8/24/2022",7.5,"C2","SDR_979_resp_Plate3.csv",-2.05e-05,-0.000802978,-0.000802978,0.4,NA,"12","12",NA,3,1,1,"SDR_data","20220824",0.000162215333333333,12,"20220824",-0.000141715333333333
"65","8/24/2022",7.5,"D6","SDR_979_resp_Plate3.csv",-0.00011921,-0.000194786,-0.000194786,0.4,NA,"12","12",NA,3,1,1,"SDR_data","20220824",0.000162215333333333,12,"20220824",-4.30053333333333e-05
"66","8/24/2022",8,"A1","SDR_799_resp_Plate1.csv",-3.21e-05,-0.001157263,-0.001157263,0.4,NA,"1","1",NA,1,1,1,"SDR_data","20220824",0.000209685,13,"20220824",-0.000177585
"67","8/30/2022",8,"A1","SDR_799_resp_Plate1.csv",-0.003327416,-0.004102127,-0.004097995,0.4,NA,NA,"7",1,1,1,5,"SDR_data","20220830",0.0086386765,6,"20220830",-0.0053112605
"68","9/22/2022",7.5,"D4","SDR_799__resp_Plate1.csv",-0.00139421,0.014241443,0.014241443,0.4,NA,NA,"7.5",11,1,1,1,"SDR_data","20220922",0.00304665309090909,11,"20220922",-0.00165244309090909
