"","Date","Run","Channel","Filename","pH","Lpc","Leq","Lz","filetype"
"109","5/18/2023",1,"A1","SDR_799_resp_Plate1.csv",7,0.002886466,0.002848352,0.002848352,"SDR_data"
"110","5/18/2023",1,"A2","SDR_799_resp_Plate3.csv",7,0.000407143,0.000407143,-0.000145055,"SDR_data"
"111","5/18/2023",1,"A4","SDR_873_resp_Plate2.csv",7,0.003164835,0.003709091,0.003024242,"SDR_data"
"112","5/18/2023",1,"B6","SDR_799_resp_Plate3.csv",7,5.74e-05,-0.000335664,-0.000335664,"SDR_data"
"113","5/18/2023",1,"C2","SDR_799_resp_Plate1.csv",7,0.003705195,0.003705195,0.004472727,"SDR_data"
"114","5/18/2023",1,"C2","SDR_873_resp_Plate2.csv",7,0.005753846,0.005190909,0.005190909,"SDR_data"
"115","5/18/2023",1,"C4","SDR_799_resp_Plate3.csv",7,-0.000791209,8.39e-05,8.39e-05,"SDR_data"
"116","5/18/2023",1,"D6","SDR_799_resp_Plate1.csv",7,0.002875325,0.002472727,0.002472727,"SDR_data"
"117","5/18/2023",1,"D6","SDR_873_resp_Plate2.csv",7,0.001153767,0.001927273,0.001927273,"SDR_data"
"118","5/18/2023",1,"A2","SDR_799_resp_Plate1.csv",7.5,0.004132353,0.003175758,0.003175758,"SDR_data"
"119","5/18/2023",1,"A4","SDR_799_resp_Plate3.csv",7.5,0.003594406,0.003763636,0.001818182,"SDR_data"
"120","5/18/2023",1,"A6","SDR_799_resp_Plate1.csv",7.5,0.004080495,0.004608392,0.004608392,"SDR_data"
"121","5/18/2023",1,"B1","SDR_799_resp_Plate1.csv",7.5,0.004142157,0.003496503,0.003496503,"SDR_data"
"122","5/18/2023",1,"B1","SDR_873_resp_Plate2.csv",7.5,-0.002485965,-0.00370303,-0.00370303,"SDR_data"
"123","5/18/2023",1,"B6","SDR_873_resp_Plate2.csv",7.5,0.001687307,-0.002,-0.002,"SDR_data"
"124","5/18/2023",1,"C4","SDR_873_resp_Plate2.csv",7.5,0.001784314,0.00175,0.00175,"SDR_data"
"125","5/18/2023",1,"D1","SDR_799_resp_Plate3.csv",7.5,0.003137662,0.003961538,0.003961538,"SDR_data"
"126","5/18/2023",1,"D6","SDR_799_resp_Plate3.csv",7.5,0.000575,0.000307692,0.000307692,"SDR_data"
"127","5/18/2023",1,"A2","SDR_873_resp_Plate2.csv",8,-1.07e-05,-1.07e-05,-1.07e-05,"SDR_data"
"128","5/18/2023",1,"B3","SDR_799_resp_Plate3.csv",8,0.003254545,-0.001781818,-0.001781818,"SDR_data"
"129","5/18/2023",1,"B4","SDR_799_resp_Plate1.csv",8,0.004599587,0.004151515,0.004729412,"SDR_data"
"130","5/18/2023",1,"B5","SDR_873_resp_Plate2.csv",8,-0.00120098,-0.002178571,-0.002178571,"SDR_data"
"131","5/18/2023",1,"C1","SDR_799_resp_Plate3.csv",8,-0.000762338,-0.000789474,-0.000789474,"SDR_data"
"132","5/18/2023",1,"C5","SDR_799_resp_Plate1.csv",8,0.004970588,0.005236364,0.005236364,"SDR_data"
"133","5/18/2023",1,"D3","SDR_799_resp_Plate1.csv",8,0.000205882,0.000205882,0.000377622,"SDR_data"
"134","5/18/2023",1,"D3","SDR_873_resp_Plate2.csv",8,-0.002585294,-0.002585294,-0.005084848,"SDR_data"
"135","5/18/2023",1,"D5","SDR_799_resp_Plate3.csv",8,1.98e-05,-0.00032967,-0.00032967,"SDR_data"
"136","8/24/2022",1,"A2","SDR_873_resp_Plate2.csv",7.5,0.000266267,0.000475305,0.000300742,"SDR_data"
"137","8/24/2022",1,"A5","SDR_799_resp_Plate1.csv",7.5,0.001256515,0.001256515,0.001653573,"SDR_data"
"138","8/24/2022",1,"B2","SDR_979_resp_Plate3.csv",7.5,-0.000973913,-0.000869766,-0.000955294,"SDR_data"
"139","8/24/2022",1,"B4","SDR_979_resp_Plate3.csv",7.5,0.000206719,0.000206719,0.000206719,"SDR_data"
"140","8/24/2022",1,"B5","SDR_873_resp_Plate2.csv",7.5,-0.000338593,-0.000344842,-0.00031609,"SDR_data"
"141","8/24/2022",1,"B6","SDR_979_resp_Plate3.csv",7.5,-0.00024324,-0.000157516,-0.000157516,"SDR_data"
"142","8/24/2022",1,"C4","SDR_979_resp_Plate3.csv",7.5,-0.000314538,1.87e-05,1.87e-05,"SDR_data"
"143","8/24/2022",1,"C5","SDR_979_resp_Plate3.csv",7.5,-7.63e-05,-6.53e-05,-6.53e-05,"SDR_data"
"144","8/24/2022",1,"C6","SDR_799_resp_Plate1.csv",7.5,0.000886357,0.001470073,0.001470073,"SDR_data"
"145","8/24/2022",1,"D1","SDR_979_resp_Plate3.csv",7.5,0.000217635,0.000192176,0.000192176,"SDR_data"
"146","8/24/2022",1,"D2","SDR_873_resp_Plate2.csv",7.5,0.000251904,0.000251271,0.00034595,"SDR_data"
"147","8/24/2022",1,"D4","SDR_799_resp_Plate1.csv",7.5,0.000822412,0.000587904,0.000587904,"SDR_data"
"148","8/24/2022",1,"A3","SDR_873_resp_Plate2.csv",8,0.000133885,0.000133885,0.001032566,"SDR_data"
"149","8/24/2022",1,"A3","SDR_979_resp_Plate3.csv",8,-0.000383327,-0.000223218,-0.000223218,"SDR_data"
"150","8/24/2022",1,"A4","SDR_979_resp_Plate3.csv",8,-0.000334024,0.000340349,0.000340349,"SDR_data"
"151","8/24/2022",1,"A6","SDR_979_resp_Plate3.csv",8,-0.00032381,-0.000472949,-0.00052779,"SDR_data"
"152","8/24/2022",1,"B3","SDR_799_resp_Plate1.csv",8,0.002188313,-0.002229021,-0.001569105,"SDR_data"
"153","8/24/2022",1,"B5","SDR_799_resp_Plate1.csv",8,0.002365863,0.002253416,0.001533349,"SDR_data"
"154","8/24/2022",1,"B5","SDR_979_resp_Plate3.csv",8,7.47e-05,3.68e-05,-0.001058824,"SDR_data"
"155","8/24/2022",1,"B6","SDR_873_resp_Plate2.csv",8,0.000414104,0.000411735,0.001032149,"SDR_data"
"156","8/24/2022",1,"C3","SDR_979_resp_Plate3.csv",8,-0.000703732,-0.000703732,-0.000392897,"SDR_data"
"157","8/24/2022",1,"C4","SDR_799_resp_Plate1.csv",8,0.000796849,0.000490884,0.002770852,"SDR_data"
"158","8/24/2022",1,"C5","SDR_873_resp_Plate2.csv",8,0.000338364,0.000321363,0.000321363,"SDR_data"
"159","8/24/2022",1,"D2","SDR_979_resp_Plate3.csv",8,-0.00016458,-8.13e-05,0.000642423,"SDR_data"
"160","8/24/2022",1,"D3","SDR_979_resp_Plate3.csv",8,-0.000816432,-0.000356394,-0.000356394,"SDR_data"
"161","8/29/2022",1,"A6","SDR_799_resp_Plate1.csv",8,-0.000647025,-1.27e-05,0.000173121,"SDR_data"
"162","8/29/2022",1,"B6","SDR_799_resp_Plate1.csv",8,0.000152545,9.15e-06,-0.000433133,"SDR_data"
"163","8/29/2022",1,"C6","SDR_799_resp_Plate1.csv",8,6.54e-06,6.54e-06,-0.000584687,"SDR_data"
"164","8/29/2022",1,"D6","SDR_799_resp_Plate1.csv",8,-0.000815995,-0.000823661,-0.000823661,"SDR_data"
"165","8/30/2022",1,"A4","SDR_873_resp_Plate2.csv",7.5,-0.021279677,-0.018067618,-0.017119062,"SDR_data"
"166","8/30/2022",1,"A5","SDR_873_resp_Plate2.csv",7.5,-0.015407953,-0.016755161,-0.01670685,"SDR_data"
"167","8/30/2022",1,"A6","SDR_799_resp_Plate1.csv",7.5,-0.010860284,-0.010779994,-0.010779994,"SDR_data"
"168","8/30/2022",1,"A6","SDR_873_resp_Plate2.csv",7.5,-0.019148419,-0.019148419,-0.019477621,"SDR_data"
"169","8/30/2022",1,"C1","SDR_799_resp_Plate1.csv",7.5,-0.002531876,-0.002619961,-0.002619961,"SDR_data"
"170","8/30/2022",1,"C2","SDR_873_resp_Plate2.csv",7.5,-0.00513498,-0.005201229,-0.005201229,"SDR_data"
"171","8/30/2022",1,"C3","SDR_799_resp_Plate1.csv",7.5,-0.003694578,-0.004613564,-0.004558347,"SDR_data"
"172","8/30/2022",1,"C4","SDR_873_resp_Plate2.csv",7.5,-0.014306548,-0.014453535,-0.012087028,"SDR_data"
"173","8/30/2022",1,"C5","SDR_799_resp_Plate1.csv",7.5,-0.000541085,-0.000580184,0.003090945,"SDR_data"
"174","8/30/2022",1,"D1","SDR_873_resp_Plate2.csv",7.5,-0.00749251,-0.007027504,-0.007027504,"SDR_data"
"175","8/30/2022",1,"D2","SDR_799_resp_Plate1.csv",7.5,-0.013566306,-0.013605235,-0.013546902,"SDR_data"
"176","8/30/2022",1,"D3","SDR_873_resp_Plate2.csv",7.5,-0.004864157,-0.004983856,-0.004983856,"SDR_data"
"177","8/30/2022",1,"D4","SDR_799_resp_Plate1.csv",7.5,-0.003787937,-0.003687303,-0.003687303,"SDR_data"
"178","8/30/2022",1,"D5","SDR_873_resp_Plate2.csv",7.5,-0.017185694,-0.017185694,-0.017246155,"SDR_data"
"179","8/30/2022",1,"D6","SDR_799_resp_Plate1.csv",7.5,-0.005001851,-0.003070205,-0.003070205,"SDR_data"
"180","8/30/2022",1,"B5","SDR_799_resp_Plate1.csv",8,-0.009923548,-0.007035669,-0.007325587,"SDR_data"
"181","8/30/2022",1,"B6","SDR_799_resp_Plate1.csv",8,-0.005489189,-0.005477275,-0.00322143,"SDR_data"
"182","8/30/2022",1,"C2","SDR_799_resp_Plate1.csv",8,-0.00941719,-0.016550274,-0.016550274,"SDR_data"
"183","8/30/2022",1,"C3","SDR_873_resp_Plate2.csv",8,-0.029510682,-0.029570929,-0.029570929,"SDR_data"
"184","8/30/2022",1,"C4","SDR_799_resp_Plate1.csv",8,-0.010006954,-0.009809453,-0.009736464,"SDR_data"
"185","8/30/2022",1,"C5","SDR_873_resp_Plate2.csv",8,-0.018829413,-0.020286916,-0.019985909,"SDR_data"
"186","8/30/2022",1,"C6","SDR_799_resp_Plate1.csv",8,-0.012613015,-0.00705043,-0.006980638,"SDR_data"
"187","8/30/2022",1,"C6","SDR_873_resp_Plate2.csv",8,-0.009143455,-0.009143455,-0.008612257,"SDR_data"
"188","8/30/2022",1,"D1","SDR_799_resp_Plate1.csv",8,-0.019390433,-0.019344462,-0.019344462,"SDR_data"
"189","8/30/2022",1,"D2","SDR_873_resp_Plate2.csv",8,-0.009934109,-0.009438317,-0.009525272,"SDR_data"
"190","8/30/2022",1,"D3","SDR_799_resp_Plate1.csv",8,-0.023168735,-0.012698498,-0.012698498,"SDR_data"
"191","8/30/2022",1,"D4","SDR_873_resp_Plate2.csv",8,-0.007924568,-0.008047802,-0.008047802,"SDR_data"
"192","8/30/2022",1,"D5","SDR_799_resp_Plate1.csv",8,-0.010830104,-0.010774771,-0.010774771,"SDR_data"
"193","8/30/2022",1,"D6","SDR_873_resp_Plate2.csv",8,-0.014895286,-0.013647736,-0.013647736,"SDR_data"
"194","9/22/2022",1,"A5","SDR_873__resp_Plate2.csv",7.5,-0.003524028,-0.002516388,-0.002707293,"SDR_data"
"195","9/22/2022",1,"A6","SDR_799__resp_Plate1.csv",7.5,-0.000628317,-0.000628317,0.000988276,"SDR_data"
"196","9/22/2022",1,"B3","SDR_873__resp_Plate2.csv",7.5,-0.004385576,-0.003426287,-0.005928548,"SDR_data"
"197","9/22/2022",1,"B5","SDR_799__resp_Plate1.csv",7.5,-0.010338911,-0.012176292,-0.012176292,"SDR_data"
"198","9/22/2022",1,"B6","SDR_799__resp_Plate1.csv",7.5,-0.005508921,-0.00508104,-0.00508104,"SDR_data"
"199","9/22/2022",1,"C1","SDR_979__resp_Plate3.csv",7.5,-0.000231447,0.000140018,0.000140018,"SDR_data"
"200","9/22/2022",1,"C4","SDR_799__resp_Plate1.csv",7.5,-0.01122334,-0.010306782,-0.012284354,"SDR_data"
"201","9/22/2022",1,"C4","SDR_873__resp_Plate2.csv",7.5,-0.006956044,-0.00596443,-0.005073829,"SDR_data"
"202","9/22/2022",1,"C4","SDR_979__resp_Plate3.csv",7.5,0.002773723,0.003515939,0.0035005,"SDR_data"
"203","9/22/2022",1,"D2","SDR_979__resp_Plate3.csv",7.5,0.004833072,0.004873715,0.004908143,"SDR_data"
"204","9/22/2022",1,"D3","SDR_799__resp_Plate1.csv",7.5,-0.009024643,-0.009024643,-0.002588235,"SDR_data"
"205","9/22/2022",1,"D3","SDR_873__resp_Plate2.csv",7.5,-0.003254208,-0.003333473,-0.003406069,"SDR_data"
"206","9/22/2022",1,"D5","SDR_979__resp_Plate3.csv",7.5,0.000539598,0.000600542,0.000600542,"SDR_data"
"207","9/22/2022",1,"A2","SDR_979__resp_Plate3.csv",8,0.00331372,0.003539357,0.003539357,"SDR_data"
"208","9/22/2022",1,"A6","SDR_873__resp_Plate2.csv",8,-0.001983983,-0.001983983,-7.58e-05,"SDR_data"
"209","9/22/2022",1,"B1","SDR_979__resp_Plate3.csv",8,0.004363871,0.004237447,0.004237447,"SDR_data"
"210","9/22/2022",1,"B5","SDR_873__resp_Plate2.csv",8,-0.005094547,-0.005094547,-0.011479602,"SDR_data"
"211","9/22/2022",1,"C1","SDR_873__resp_Plate2.csv",8,-0.004304029,-0.004304029,-0.003238691,"SDR_data"
"212","9/22/2022",1,"C2","SDR_873__resp_Plate2.csv",8,-0.00333765,-0.00350655,-0.004015628,"SDR_data"
"213","9/22/2022",1,"C3","SDR_799__resp_Plate1.csv",8,-0.011409105,-0.013686636,-0.013686636,"SDR_data"
"214","9/22/2022",1,"C3","SDR_979__resp_Plate3.csv",8,0.004711231,0.004182699,0.005474519,"SDR_data"
"215","9/22/2022",1,"C5","SDR_979__resp_Plate3.csv",8,0.005308487,0.005618118,0.005618118,"SDR_data"
"216","9/22/2022",1,"D1","SDR_873__resp_Plate2.csv",8,-0.001279338,-0.000218907,-0.000218907,"SDR_data"
"217","9/22/2022",1,"D2","SDR_799__resp_Plate1.csv",8,-0.003828133,-0.004606439,-0.0050697,"SDR_data"
"218","9/22/2022",1,"D4","SDR_979__resp_Plate3.csv",8,0.003600278,0.003852865,0.003834792,"SDR_data"
"219","9/22/2022",1,"D5","SDR_799__resp_Plate1.csv",8,-0.006973235,-0.009303486,-0.009303486,"SDR_data"
